N,P,K,plant,temp,humidity,ph,rainfall
21.0,47.0,20.0,Bayam,28.052785537564645,84.40359004203893,6.731004156399058,29.446953383324644
50.0,150.0,150.0,Bayam,14.19758682377848,99.49083015043115,6.2874123968707805,81.5064357152291
50.0,150.0,150.0,Bayam,14.195231725865606,98.9646090645488,6.255555881756325,80.64394760793205
50.0,150.0,150.0,Bayam,14.241371437188612,98.3988718935285,6.252612337679437,81.8723323755866
50.0,150.0,150.0,Bayam,14.132291030997113,98.92772294095633,6.251749948336526,77.53387717007178
50.0,150.0,150.0,Bayam,14.24114867542216,98.66267954081482,6.2553250376293175,80.86688885560055
50.0,150.0,150.0,Bayam,14.463280771019878,98.32945924558797,6.28953053965148,82.98965099542418
50.0,150.0,150.0,Bayam,14.056662943001363,99.29808196527887,6.246329563656485,81.06690394248427
50.0,150.0,150.0,Bayam,14.20764426133247,98.85845813150075,6.2756864503211105,84.06538070673889
50.0,150.0,150.0,Bayam,14.046512067526523,99.00053516590398,6.294177057909064,81.29150506091698
50.0,150.0,150.0,Bayam,14.432782044206814,98.58871540159484,6.256511974697279,82.72983868863174
75.0,100.0,100.0,Bayam,17.192368826279996,97.2372439296674,6.226924904864275,82.52900978265147
75.0,100.0,100.0,Bayam,17.038906145342683,97.57318539489907,6.28574793106775,80.78308703507726
75.0,100.0,100.0,Bayam,16.93602403297532,97.53957771041047,6.2491042399474415,81.67642154827185
75.0,100.0,100.0,Bayam,16.886628082704817,97.69063254877724,6.241578324694164,80.81405304502015
75.0,100.0,100.0,Bayam,17.0902193994115,98.1843922583907,6.240473361392896,80.69259490421784
75.0,100.0,100.0,Bayam,16.955691351030673,96.49205991307429,6.244580667889399,80.76610386570265
75.0,100.0,100.0,Bayam,16.94640939777667,96.76122749505419,6.273779306808933,81.17401697470258
75.0,100.0,100.0,Bayam,17.128435220099583,98.39190594098923,6.2086624374050245,79.74634942315008
75.0,100.0,100.0,Bayam,16.894303992805987,97.69795812484631,6.263279572979247,79.32833572506293
75.0,100.0,100.0,Bayam,16.808098748947994,97.98865633129944,6.265382415584494,80.7366331379954
100.0,50.0,50.0,Bayam,19.28269477225438,98.39718231362852,6.222918544519153,81.68754572445607
100.0,50.0,50.0,Bayam,19.334062370760698,97.90004726365444,6.261003324657677,80.7562393881265
100.0,50.0,50.0,Bayam,19.138945262875634,99.75140996036271,6.227460026977131,82.08982526076703
100.0,50.0,50.0,Bayam,19.725924817007055,98.6993549404141,6.21822644131877,80.84311367650683
100.0,50.0,50.0,Bayam,19.547876391889005,99.36409889049379,6.224137095017804,80.5864846961365
100.0,50.0,50.0,Bayam,19.766332720681763,98.51376747041053,6.2270556429819255,82.5844625893695
100.0,50.0,50.0,Bayam,19.40318068391658,99.2330176517941,6.292134603279415,81.91758264573356
100.0,50.0,50.0,Bayam,19.198597739256954,98.9513457695968,6.237501722262326,81.3178696677868
100.0,50.0,50.0,Bayam,19.481065164055067,99.3165901564231,6.254904273227432,80.87279536576254
100.0,50.0,50.0,Bayam,19.60834936292818,98.82513860128766,6.282100664212593,81.03616172237105
160.0,50.0,140.0,Bayam,18.53753305763503,85.20576116368673,6.606483047939869,79.85894919643644
160.0,50.0,140.0,Bayam,18.857420599494727,86.20622845046503,6.569789213651436,79.10201340943453
160.0,50.0,140.0,Bayam,18.449196117081073,85.25968196211309,6.57567293478164,82.10632014828968
160.0,50.0,140.0,Bayam,18.282173682984222,85.28595218264323,6.590706607534998,80.32130143257926
160.0,50.0,140.0,Bayam,18.691136562998917,84.27863937962152,6.597879305215941,81.09320895872169
160.0,50.0,140.0,Bayam,18.316984354344598,84.75667568618198,6.564012259090088,77.46589670734619
160.0,50.0,140.0,Bayam,18.87436403371195,85.10617756237792,6.637469373213326,81.51136342718421
160.0,50.0,140.0,Bayam,18.350643650417013,84.77699548544203,6.636562377368616,79.48956991292884
160.0,50.0,140.0,Bayam,18.145165395944883,85.34868968914652,6.56450565594287,78.93522000840507
160.0,50.0,140.0,Bayam,18.321063995487478,84.73429557543363,6.611655582003481,80.87247393237477
80.0,20.0,200.0,Bayam,23.104014428953732,82.0869868656363,6.724308358254312,80.26719370778777
80.0,20.0,200.0,Bayam,23.089774002263844,81.75108766971744,6.763205514159607,78.16002769750308
80.0,20.0,200.0,Bayam,22.90926153512424,83.44051468914185,6.784774478342344,79.90485621254585
80.0,20.0,200.0,Bayam,22.848252202333516,83.2133392133054,6.7518581182150506,81.21380222399311
80.0,20.0,200.0,Bayam,23.155460277330562,82.49693961908949,6.786593779730868,81.90207924652566
80.0,20.0,200.0,Bayam,23.004283799430404,82.54931479773217,6.759874002521953,81.29224749401418
80.0,20.0,200.0,Bayam,23.13978086522652,82.43258989769201,6.753204737606753,81.3761908737798
80.0,20.0,200.0,Bayam,23.18567520916399,81.91766686045654,6.730522948793256,81.70845949902301
80.0,20.0,200.0,Bayam,23.17869803138031,81.40747330307298,6.739752010427975,80.96592581589925
80.0,20.0,200.0,Bayam,23.034717608731047,83.18325716729058,6.739373225531749,81.02644489925932
200.0,60.0,150.0,Bayam,18.41638579679713,85.18140907850201,6.244593676232716,82.09900039615651
200.0,60.0,150.0,Bayam,18.664195141861892,85.14782235125975,6.226030474860369,82.41695249357709
200.0,60.0,150.0,Bayam,18.240354344679375,84.87092520805224,6.227801853549082,82.49827889199737
200.0,60.0,150.0,Bayam,18.508780959475736,85.09207470716073,6.259544319404425,79.1124392381605
200.0,60.0,150.0,Bayam,18.31687539064239,84.90022667260729,6.266809068163202,78.81553618914025
200.0,60.0,150.0,Bayam,18.581693237601662,84.98294575068175,6.253023299073832,80.76736944014253
200.0,60.0,150.0,Bayam,18.4638433835097,85.47408587940666,6.243659703050451,82.13906331657711
200.0,60.0,150.0,Bayam,18.547268154761944,84.75063046474492,6.248088212883796,78.91054042485452
200.0,60.0,150.0,Bayam,18.124756406908894,85.56137220157576,6.187971522838458,83.95886549501786
200.0,60.0,150.0,Bayam,18.405765372459115,85.1044372830633,6.226125497631488,82.74094790280238
40.0,30.0,30.0,Selada,18.632579813100996,69.10631883143301,6.53175536093883,58.216199329325924
40.0,30.0,30.0,Selada,18.66193930586467,69.09507144605989,6.485928981690233,58.02783918456951
40.0,30.0,30.0,Selada,18.398968130658417,70.52946089421158,6.495519562297282,57.94792311626674
40.0,30.0,30.0,Selada,18.69896529846541,69.51935486564767,6.472572146132539,57.31350234050398
40.0,30.0,30.0,Selada,18.782383259574445,69.80694077432901,6.489812009890804,57.89459806839079
40.0,30.0,30.0,Selada,18.437995590535508,70.62050591583233,6.51244177760558,59.15928275357959
40.0,30.0,30.0,Selada,18.467906485218187,69.79880356439989,6.507635451603591,59.65135225395658
40.0,30.0,30.0,Selada,18.203929703460368,69.4488640916907,6.511586830837666,59.434425509135586
40.0,30.0,30.0,Selada,18.43697380484044,69.65487770022695,6.549388538096743,58.7094930609587
40.0,30.0,30.0,Selada,18.365848542157337,70.07082059672062,6.505799003443808,57.55602785121301
60.0,40.0,40.0,Selada,21.61282662181057,79.86146460553906,6.269877788277734,73.31896752174877
60.0,40.0,40.0,Selada,21.212367181212027,79.07504357109138,6.28572320262807,74.17998502607077
60.0,40.0,40.0,Selada,21.209696064307618,79.33383325015383,6.2785297567428495,73.36488720260681
60.0,40.0,40.0,Selada,21.346151441113832,80.27697975293385,6.30665064666859,76.90978459335012
60.0,40.0,40.0,Selada,21.58971254184419,79.4983322114831,6.349559863821055,75.79249731830016
60.0,40.0,40.0,Selada,21.268331326664537,79.54074103978311,6.303762972955472,75.48866282972456
60.0,40.0,40.0,Selada,21.572941390456553,79.59663098148269,6.285622274835516,73.89030078366206
60.0,40.0,40.0,Selada,21.1976176134091,79.57689486270453,6.278750464183466,75.01381566284772
60.0,40.0,40.0,Selada,21.50141725639017,79.71599199076996,6.2728457647867115,74.3462732636389
60.0,40.0,40.0,Selada,21.659479622678333,80.25269588111641,6.293950886459003,74.2453712201724
80.0,20.0,50.0,Selada,15.826747718495028,75.20859787125983,6.841106881270431,57.911535455072375
80.0,20.0,50.0,Selada,16.019785329046744,74.9680947720029,6.882414894023293,58.37506418189205
80.0,20.0,50.0,Selada,15.84045639370138,74.72481714316126,6.842851049616899,59.56403036568319
80.0,20.0,50.0,Selada,16.28323926263907,75.11630620696512,6.881170516815059,60.693031043983616
80.0,20.0,50.0,Selada,16.123442638685436,74.69234325475796,6.78868997505714,59.715054022392344
80.0,20.0,50.0,Selada,16.088273213211302,75.23120027177453,6.85738547528361,56.849169118589735
80.0,20.0,50.0,Selada,16.06634441482032,74.62260125139166,6.805516231673661,59.850169167859455
80.0,20.0,50.0,Selada,15.999720201133083,75.09427089635399,6.860615256506305,60.71406807509965
80.0,20.0,50.0,Selada,15.953266206893435,75.14813011040422,6.860467019461524,58.075480505713195
80.0,20.0,50.0,Selada,16.054061515221292,74.83314938950797,6.847857221201904,58.61925475622408
120.0,150.0,150.0,Selada,19.582379332027454,79.87264567250384,6.462104618521203,134.60211344442814
120.0,150.0,150.0,Selada,20.005421204623286,79.49781140415752,6.511556409125578,132.24384574504822
120.0,150.0,150.0,Selada,20.008352168652728,80.03273278319271,6.495493376177178,131.61863947004005
120.0,150.0,150.0,Selada,20.20554330388252,80.6092460757747,6.470497454430001,132.35966047195177
120.0,150.0,150.0,Selada,20.30913718778564,79.15024989480924,6.448207158639824,132.7867525708024
120.0,150.0,150.0,Selada,20.253910163134602,79.42884023954288,6.476648422757761,132.6624161425555
120.0,150.0,150.0,Selada,19.95720454653354,79.95420316485641,6.500439816669266,133.38712976182293
120.0,150.0,150.0,Selada,19.76383780539569,80.77742496172942,6.515734456007825,132.93728778307846
120.0,150.0,150.0,Selada,20.016642947295963,80.14966201937813,6.5129080095857965,133.162164571533
120.0,150.0,150.0,Selada,20.18035051958323,80.3863941218885,6.513356804942863,134.42698301687332
60.0,30.0,40.0,Selada,19.563585185138056,96.92373218999091,6.482667707825218,56.2560311827633
60.0,30.0,40.0,Selada,19.136049903568637,97.39853054337408,6.4911059123276775,54.73255447937129
60.0,30.0,40.0,Selada,19.636383399381906,97.17985850197525,6.457533677630298,54.38008134000378
60.0,30.0,40.0,Selada,19.374528686442225,97.94909801976095,6.4839147224641,55.79900623284343
60.0,30.0,40.0,Selada,19.233455783733817,97.42860710573925,6.51179168368456,51.99137867246127
60.0,30.0,40.0,Selada,19.57018479082597,97.14548569204197,6.530009876871274,54.85822730253263
60.0,30.0,40.0,Selada,19.36917377315798,97.2010074250146,6.468665386086154,56.42664113977877
60.0,30.0,40.0,Selada,19.39155257338557,97.25490841782945,6.5308248586221955,56.80334546386988
60.0,30.0,40.0,Selada,19.467363136496672,97.07362832584042,6.489040511099987,52.56191415677524
60.0,30.0,40.0,Selada,19.369059469032532,97.34343679934437,6.4958383373993875,54.61778995387447
50.0,25.0,35.0,Selada,21.499875761375048,92.44942443637804,6.148371261384076,61.44190186526026
50.0,25.0,35.0,Selada,21.688517226096476,92.51944490172,6.119997797717478,64.49188932834053
50.0,25.0,35.0,Selada,21.344100127379058,92.48438356650041,6.16631008932314,60.29587031168569
50.0,25.0,35.0,Selada,21.407345070339623,92.82818246967057,6.171136204643581,63.38505008326774
50.0,25.0,35.0,Selada,21.30958557383093,92.57171705022438,6.177492961260382,63.40681299024319
50.0,25.0,35.0,Selada,22.00687884471101,92.93603160092262,6.166100019323496,61.1695996483347
50.0,25.0,35.0,Selada,21.58138401852151,92.32090158501319,6.152182578656947,62.81811572742773
50.0,25.0,35.0,Selada,21.74701137477074,93.18036715295784,6.145560844657341,63.13450401387598
50.0,25.0,35.0,Selada,21.50416585069579,92.51412660422159,6.147203503351874,61.945569305385185
50.0,25.0,35.0,Selada,21.394253903438447,92.57196297068211,6.143502448476769,62.307027451430805
70.0,35.0,45.0,Selada,23.019559892837965,94.53479893697278,6.534197318511714,71.79602482899868
70.0,35.0,45.0,Selada,23.18413055032171,94.66760243865535,6.511824646072833,67.83932138590825
70.0,35.0,45.0,Selada,22.87807407658253,95.02058653486748,6.45723176756627,69.82589302189483
70.0,35.0,45.0,Selada,23.177515093709236,95.13839498767197,6.498283667614551,73.39321069208835
70.0,35.0,45.0,Selada,22.76265513339252,93.893197927055,6.527947382390161,68.13455256831726
70.0,35.0,45.0,Selada,22.84104297279488,95.23455131563131,6.501283364356707,69.15834255097275
70.0,35.0,45.0,Selada,22.766445317215904,95.29010919999024,6.5143276313640435,70.69367166653807
70.0,35.0,45.0,Selada,22.77519225864597,94.91857842677373,6.475059140163847,70.31248283877899
70.0,35.0,45.0,Selada,22.963143005905476,94.91386353848392,6.493923974959584,71.96413314485461
70.0,35.0,45.0,Selada,22.92845406395766,94.76252998290163,6.531932723968473,69.4899723533581
120.0,40.0,100.0,Selada,18.40553519153612,90.00378073443643,6.415870904029454,52.756913292506624
120.0,40.0,100.0,Selada,18.15584650625142,90.58583403798463,6.394834263922315,35.6268161989038
120.0,40.0,100.0,Selada,18.443238414572768,90.59805866299419,6.429389221249435,40.42836426823005
120.0,40.0,100.0,Selada,18.55804615607684,89.19979907309977,6.36729992483486,18.27844446518933
120.0,40.0,100.0,Selada,18.51744383788779,89.40522834006504,6.3487793022336465,35.23510133928073
120.0,40.0,100.0,Selada,18.427388287145988,90.27295246104686,6.410988221555963,22.708216341426972
120.0,40.0,100.0,Selada,18.068467708532946,89.75310168438361,6.419247454616865,30.937205576334584
120.0,40.0,100.0,Selada,18.388668304780538,90.14114464977018,6.369982991785557,16.796580562435537
120.0,40.0,100.0,Selada,18.330195244254206,90.44649286488169,6.442407304427217,25.93766206423079
120.0,40.0,100.0,Selada,18.170245549942194,90.45113725218695,6.43125326890055,6.682872975684631
22.0,17.0,31.0,Selada,27.698257092236798,94.55821866957604,5.950149303410477,175.33169424064482
22.0,17.0,31.0,Selada,27.624426182092385,95.17970686833296,5.98552442338453,139.5216218826379
22.0,17.0,31.0,Selada,27.72553014721914,95.41129253838322,6.0023354739353065,145.12925410204488
22.0,17.0,31.0,Selada,27.483563405348196,95.08893663696588,5.995893891740743,181.8363291437928
22.0,17.0,31.0,Selada,27.380198493001064,94.92486183321552,6.004630627316043,183.50993900745323
22.0,17.0,31.0,Selada,27.717221515111106,95.22841596911702,6.028856987994253,189.15369182485935
22.0,17.0,31.0,Selada,27.658150100755286,95.00709496061855,6.011983387101017,180.48708661839044
22.0,17.0,31.0,Selada,27.663761040601003,94.51457211077243,6.025301038655975,172.71516200647682
22.0,17.0,31.0,Selada,27.534603811242995,95.3432482807008,6.01147660625802,179.02910992054086
22.0,17.0,31.0,Selada,27.409569987775562,95.58841326052962,5.994374973646339,179.7314922720418
50.0,200.0,200.0,Selada,11.489670877624716,98.62771741794347,6.219547171176502,57.65395180658155
50.0,200.0,200.0,Selada,11.21237282196419,98.76924767794108,6.206112980590088,56.484522279049735
50.0,200.0,200.0,Selada,11.296241996587916,99.37734384119511,6.247678376376411,58.51454091189572
50.0,200.0,200.0,Selada,11.577232606791767,99.76024325275554,6.249647274364179,60.803912500474325
50.0,200.0,200.0,Selada,11.610038921660475,99.48802595028162,6.253313813334204,58.44838256102395
50.0,200.0,200.0,Selada,11.333607204696767,98.70616873861172,6.244460411580867,61.373752156300576
50.0,200.0,200.0,Selada,11.37701198620665,99.20221492408555,6.2535616114161705,59.35303625435526
50.0,200.0,200.0,Selada,11.49904685913299,98.35615050044805,6.223133063307772,57.9800953519221
50.0,200.0,200.0,Selada,11.13050671391502,98.79248823951323,6.252148948089924,58.73246389583672
50.0,200.0,200.0,Selada,11.18310091055036,98.80315216980978,6.25489520569224,56.70516936058885
100.0,150.0,150.0,Selada,19.679386036465047,98.25599082266069,6.231414370211108,58.98240411454566
100.0,150.0,150.0,Selada,19.553650410670674,98.8949687987533,6.237117778262521,58.60353476399081
100.0,150.0,150.0,Selada,19.627300706400447,99.36491178523937,6.219567141433758,57.75866926350242
100.0,150.0,150.0,Selada,19.69017097578635,98.97951825114265,6.257696128027465,59.51400627450604
100.0,150.0,150.0,Selada,19.9560779986575,99.4294739544913,6.212411649919084,57.6535283575258
100.0,150.0,150.0,Selada,19.682139680291595,98.15846832524139,6.254264033623576,60.91179847468893
100.0,150.0,150.0,Selada,19.76639269634981,98.74604191566016,6.2496432314521275,59.46149233995494
100.0,150.0,150.0,Selada,19.733383847414444,99.20273650674618,6.261066003378781,55.79399199461491
100.0,150.0,150.0,Selada,19.62004569589238,98.97193676004738,6.273399355959805,60.18379541304345
100.0,150.0,150.0,Selada,19.481920798306078,98.95258498068401,6.239854977059062,58.588344152374155
150.0,100.0,100.0,Selada,22.617078380797633,99.18845681936558,6.265475148072461,61.33916099495131
150.0,100.0,100.0,Selada,22.100351510122145,99.20496595135612,6.232813214859131,58.672692860635834
150.0,100.0,100.0,Selada,22.298649581273537,99.02095832713843,6.206813774296114,59.021804060992714
150.0,100.0,100.0,Selada,22.452318958086046,98.40013259565876,6.220629908555757,56.815569140285795
150.0,100.0,100.0,Selada,23.010149593748558,98.70651644322464,6.266081879742443,57.506702262330556
150.0,100.0,100.0,Selada,22.688098091656443,98.70291273026004,6.25528698936728,57.53406914008671
150.0,100.0,100.0,Selada,22.325689624700182,99.28680644791567,6.253024822431051,59.11013540216007
150.0,100.0,100.0,Selada,22.230939144009497,98.9360350598096,6.211956033193791,58.7908447933514
150.0,100.0,100.0,Selada,22.144689228174716,99.32335563035352,6.277872209306054,58.280455355700404
150.0,100.0,100.0,Selada,22.48074695578885,98.39844231119832,6.244829365449798,58.57636412047208
150.0,50.0,125.0,Selada,18.655319475588286,80.03635075230267,6.773848288162538,58.747267679299455
150.0,50.0,125.0,Selada,18.7546813537948,79.84476635627732,6.737491698888665,57.66722120102727
150.0,50.0,125.0,Selada,18.368722070703715,80.23022813925756,6.762091047223095,56.37952608352481
150.0,50.0,125.0,Selada,18.358107150554083,79.33680497717502,6.7410738755922,60.604064047047395
150.0,50.0,125.0,Selada,18.26604510619564,80.60261162271522,6.78196128022555,57.38345930421082
150.0,50.0,125.0,Selada,18.325454875309553,79.93447585432136,6.746680927497298,59.4547759045388
150.0,50.0,125.0,Selada,18.538329202492463,80.69013432103662,6.778696968831541,56.61104556680082
150.0,50.0,125.0,Selada,18.439268206360705,79.87635923809225,6.765796265967458,59.501013167320906
150.0,50.0,125.0,Selada,18.348605482024887,79.22414092053452,6.698485530130663,60.23553604065586
150.0,50.0,125.0,Selada,18.62425261378166,80.00162384520047,6.765152817975062,59.222093270446
200.0,60.0,150.0,Selada,23.951368773181592,89.15182339406545,6.022540402278689,58.6923177621658
200.0,60.0,150.0,Selada,23.962748448373674,89.1199632743265,6.0354921209625125,58.37575923377733
200.0,60.0,150.0,Selada,23.978439564868165,89.11755183430043,5.975280566597185,60.816783156080525
200.0,60.0,150.0,Selada,23.928403561623192,89.31538923101526,5.9621234687728695,58.74550537912168
200.0,60.0,150.0,Selada,24.17812133399901,88.89154551435203,6.0180741855368565,60.71226191126876
200.0,60.0,150.0,Selada,24.246474033208386,89.63287381819516,5.981749400126191,59.72030194848062
200.0,60.0,150.0,Selada,23.742433177359715,89.473145412506,6.005978162837284,61.27820278798538
200.0,60.0,150.0,Selada,24.330910899503053,90.4426491139227,5.982642440283016,59.20888108342032
200.0,60.0,150.0,Selada,24.097203010295516,89.34077487462369,5.979857322201651,60.53724425263099
200.0,60.0,150.0,Selada,24.087405265393663,90.33918849687757,5.962038018731711,58.019866597050395
100.0,50.0,0.0,Selada,17.97029971492555,67.50549704888891,6.551447582791467,57.1836295753956
100.0,50.0,0.0,Selada,18.298753894679848,67.68020736035304,6.508252910295532,58.83391981115067
100.0,50.0,0.0,Selada,18.566232523288566,67.570601435162,6.490939013243878,58.16292629722682
100.0,50.0,0.0,Selada,18.343204884351756,66.78911544442676,6.4919844613268705,60.77951037286278
100.0,50.0,0.0,Selada,18.224628697948855,67.47832938811278,6.504184922341468,58.83182787176682
100.0,50.0,0.0,Selada,18.20947569998657,67.71144432279824,6.501057965451595,60.40687477108455
100.0,50.0,0.0,Selada,18.332168779499654,67.34522471750239,6.50314960882695,57.59231834983928
100.0,50.0,0.0,Selada,18.19389824681366,67.86818260218081,6.544398547734167,55.855180283095734
100.0,50.0,0.0,Selada,18.36032206136599,67.76172867161813,6.5128612256532925,58.82756201914014
100.0,50.0,0.0,Selada,18.521450685371697,68.05515837909752,6.471606163212973,60.075300196305705
120.0,60.0,60.0,Cabai,26.943472464111103,75.88902497728627,5.981361427340746,102.05763041054321
120.0,60.0,60.0,Cabai,26.984882708626728,74.87475402821332,5.988355465032187,102.15529477058071
120.0,60.0,60.0,Cabai,26.915690397639597,74.79975685153977,5.99865565719611,104.56808998360471
120.0,60.0,60.0,Cabai,27.114497595298488,74.64491126381029,6.0221127225171305,103.48698006224754
120.0,60.0,60.0,Cabai,26.84985848878761,75.07557759607369,6.023562984020717,105.38953791518382
120.0,60.0,60.0,Cabai,26.78001062214236,75.51382180819074,6.004648096136538,103.20648068969892
120.0,60.0,60.0,Cabai,27.039963902777103,74.61608385338972,6.005012567991665,103.98389835569435
120.0,60.0,60.0,Cabai,27.12602698172656,75.00933970798073,5.96571791729639,105.11457950581583
120.0,60.0,60.0,Cabai,26.804941357206104,75.13624934145099,5.995577545317168,107.34379653711352
120.0,60.0,60.0,Cabai,26.722187086960325,74.81912583664112,6.007584061328822,105.11005780975943
150.0,80.0,100.0,Cabai,24.003501465821206,67.03835918928544,6.4639588855093475,80.67777928341508
150.0,80.0,100.0,Cabai,23.92399849002627,67.06324601863355,6.51361436755,82.4549264596828
150.0,80.0,100.0,Cabai,24.19034394212157,67.94627666747161,6.51059995442616,84.21496286576682
150.0,80.0,100.0,Cabai,24.11016425553197,66.61100277796922,6.53642302451361,84.26767888037776
150.0,80.0,100.0,Cabai,24.223611725431397,67.93150583091048,6.513566349060484,83.1897214393718
150.0,80.0,100.0,Cabai,23.98205366112825,67.74948468321372,6.525086891350256,84.21593716466252
150.0,80.0,100.0,Cabai,23.99779528663626,67.5181327415383,6.473495364086961,83.98439853740214
150.0,80.0,100.0,Cabai,23.88056841890493,67.12905900617733,6.524284960698439,82.50083782950867
150.0,80.0,100.0,Cabai,24.126530078044926,67.83290062391383,6.498032756862709,83.47105547860056
150.0,80.0,100.0,Cabai,24.03585240429352,66.89066711447083,6.519515095011949,83.49220639863476
100.0,40.0,80.0,Cabai,22.098389629561822,80.06374747888688,6.312193636559023,133.50383158105993
100.0,40.0,80.0,Cabai,21.95510545156405,79.21851542555356,6.290247925023543,135.96718776631144
100.0,40.0,80.0,Cabai,21.792987197578988,79.78282518448495,6.285497490527896,135.1608247244795
100.0,40.0,80.0,Cabai,21.627633224309125,80.25854804320544,6.326985635435044,131.31129151963677
100.0,40.0,80.0,Cabai,21.688109993127554,79.67277372547608,6.3083763295502315,135.18402921950312
100.0,40.0,80.0,Cabai,21.853494915530224,80.02191239693926,6.2994259161517645,132.48482890622154
100.0,40.0,80.0,Cabai,21.954187989163632,80.1391407619399,6.308681578559704,133.22818071212774
100.0,40.0,80.0,Cabai,22.08667166188841,79.94461951652157,6.333058519357872,132.37378317476336
100.0,40.0,80.0,Cabai,21.73383411458702,80.01267520911867,6.267751521850605,133.5100560938955
100.0,40.0,80.0,Cabai,21.732724143638308,80.14758809504681,6.2757592328663865,134.25106195301498
120.0,60.0,60.0,Cabai,24.869751238801015,70.48615853697231,6.226085809880626,88.65975739779829
120.0,60.0,60.0,Cabai,25.288260150961325,70.23038134564916,6.222026081470595,88.3657092922674
120.0,60.0,60.0,Cabai,25.179308033627223,70.21298835870597,6.219580742867093,88.98061170307192
120.0,60.0,60.0,Cabai,24.90237487751883,69.34742265948975,6.226900991468431,87.29177813334029
120.0,60.0,60.0,Cabai,24.95551536651796,70.09727207892293,6.230831214191826,88.59132565639995
120.0,60.0,60.0,Cabai,25.053165013330855,70.32435223097876,6.230506375359363,86.79142911137433
120.0,60.0,60.0,Cabai,24.863755586953523,69.95333333174013,6.262856285814301,87.77337564814707
120.0,60.0,60.0,Cabai,24.97912674075297,69.9075973215466,6.231311079535758,86.44817732069146
120.0,60.0,60.0,Cabai,24.91821709310712,69.74302457961414,6.236116661429545,88.3361448094635
120.0,60.0,60.0,Cabai,25.29738639625557,69.96751457088943,6.221128502565135,86.78057649210318
110.0,50.0,50.0,Cabai,24.751404855628454,77.61487095662163,6.1643780572277835,75.95307916301395
110.0,50.0,50.0,Cabai,24.632098767447097,78.14935504718679,6.12698163732661,75.3850598217201
110.0,50.0,50.0,Cabai,25.124555597694293,78.09290408772873,6.139230618775024,76.47095051737041
110.0,50.0,50.0,Cabai,24.788543797104683,78.0115388642248,6.120379126085622,76.1470989306141
110.0,50.0,50.0,Cabai,25.158365835246467,77.8661661858865,6.1501478158248934,76.62815032481326
110.0,50.0,50.0,Cabai,24.709667821001428,76.86213670730348,6.141010932154482,76.74565610217758
110.0,50.0,50.0,Cabai,24.99383177886489,77.45618947230417,6.151794137581687,76.97222375943322
110.0,50.0,50.0,Cabai,25.02972553135045,77.23516256431049,6.151716080367064,75.07874678182786
110.0,50.0,50.0,Cabai,25.099932174523264,77.91774148038702,6.1264849714505925,75.92145560937792
110.0,50.0,50.0,Cabai,25.199080826705405,76.72599993535877,6.126984499461884,73.10786169607968
130.0,60.0,60.0,Cabai,26.654495876970522,81.88063389321937,6.517949095663975,89.42894514441191
130.0,60.0,60.0,Cabai,26.88113952014109,82.23875398613407,6.501232501146556,90.23318665521556
130.0,60.0,60.0,Cabai,26.741446288147728,82.92510835516504,6.524014655573284,89.22564035904554
130.0,60.0,60.0,Cabai,26.801520335386797,82.0710720008947,6.490315735974329,88.68621129187365
130.0,60.0,60.0,Cabai,26.94807818203373,82.17598412858715,6.481193263384783,90.72448803241615
130.0,60.0,60.0,Cabai,26.984268100458408,82.29138070776597,6.521672523382245,91.09755903623197
130.0,60.0,60.0,Cabai,27.06672128126215,82.39421957784835,6.4629822235486785,91.25672964118509
130.0,60.0,60.0,Cabai,26.893763329869884,82.64761735068419,6.532385994574502,90.79784424995627
130.0,60.0,60.0,Cabai,26.901589359206934,83.4469381332299,6.516493849765159,90.88994433287492
130.0,60.0,60.0,Cabai,26.923086992117316,82.16816250860577,6.523040446676016,91.80725994004051
100.0,45.0,45.0,Cabai,22.841633630237208,72.42641171433621,6.096997353545639,64.75751553227714
100.0,45.0,45.0,Cabai,22.961742933847894,72.77428589319824,6.163007547764304,65.11333508651454
100.0,45.0,45.0,Cabai,22.74238809092883,72.64979964041606,6.152811430916026,63.303379370741425
100.0,45.0,45.0,Cabai,22.767071808350565,72.37931654127065,6.156681838968559,64.35656726485358
100.0,45.0,45.0,Cabai,23.07969720510219,72.53703009280017,6.127706492973092,61.87171059843923
100.0,45.0,45.0,Cabai,23.34115990305316,72.45686758252012,6.176003628165812,58.93423039749538
100.0,45.0,45.0,Cabai,23.02544356525692,72.64872319290205,6.193133967530069,61.5506762131904
100.0,45.0,45.0,Cabai,23.089796262470962,72.29740121266403,6.163500547890209,64.09344535318444
100.0,45.0,45.0,Cabai,23.054650819895528,72.58422569370968,6.168199011829407,61.48699488256432
100.0,45.0,45.0,Cabai,22.940557064629537,72.06887627549224,6.144939454552356,62.651470132399034
118.0,46.0,20.0,Cabai,25.988667379203186,79.4616528834558,6.894809211223584,62.877329247539194
118.0,46.0,20.0,Cabai,25.929346151097,79.79511595498215,6.887843627622498,69.44697193653812
118.0,46.0,20.0,Cabai,26.11313939259444,79.82627113458432,6.892713624377939,102.81126127964669
118.0,46.0,20.0,Cabai,25.79695145994425,80.1305297227942,6.8986091080888166,62.679052131734
118.0,46.0,20.0,Cabai,25.71427694625994,80.2960618017744,6.891749236924016,107.75256616146467
118.0,46.0,20.0,Cabai,25.74545810279494,80.21140283655893,6.865490661332553,36.38724486576878
